"ICD10"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"H57.1"	"H57.1 Ocular pain"	3864	3862	"Y"	"379.9"	"Pain, swelling or discharge of eye"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H61"	"H61 Other disorders of external ear"	3885	109	"N"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H61.0"	"H61.0 Perichondritis of external ear"	3886	3885	"Y"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H61.1"	"H61.1 Non-infective disorders of pinna"	3887	3885	"Y"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H61.2"	"H61.2 Impacted cerumen"	3888	3885	"Y"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H61.3"	"H61.3 Acquired stenosis of external ear canal"	3889	3885	"Y"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H61.8"	"H61.8 Other specified disorders of external ear"	3890	3885	"Y"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H61.9"	"H61.9 Disorder of external ear, unspecified"	3891	3885	"Y"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H62.8"	"H62.8 Other disorders of external ear in diseases classified elsewhere"	3898	3892	"Y"	"380"	"Disorders of external ear"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H60"	"H60 Otitis externa"	3876	109	"N"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.0"	"H60.0 Abscess of external ear"	3877	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.1"	"H60.1 Cellulitis of external ear"	3878	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.2"	"H60.2 Malignant otitis externa"	3879	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.3"	"H60.3 Other infective otitis externa"	3880	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.4"	"H60.4 Cholesteatoma of external ear"	3881	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.5"	"H60.5 Acute otitis externa, non-infective"	3882	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.8"	"H60.8 Other otitis externa"	3883	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H60.9"	"H60.9 Otitis externa, unspecified"	3884	3876	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H62"	"H62 Disorders of external ear in diseases classified elsewhere"	3892	109	"N"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H62.0"	"H62.0 Otitis externa in bacterial diseases classified elsewhere"	3893	3892	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H62.1"	"H62.1 Otitis externa in viral diseases classified elsewhere"	3894	3892	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H62.2"	"H62.2 Otitis externa in mycoses"	3895	3892	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H62.3"	"H62.3 Otitis externa in other infectious and parasitic diseases classified elsewhere"	3896	3892	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H62.4"	"H62.4 Otitis externa in other diseases classified elsewhere"	3897	3892	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H62.8"	"H62.8 Other disorders of external ear in diseases classified elsewhere"	3898	3892	"Y"	"380.1"	"Otitis externa"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"H61.2"	"H61.2 Impacted cerumen"	3888	3885	"Y"	"380.4"	"Impacted cerumen"	"sense organs"	"7"	"original"	"Both"	"0"	"1"
"B05.3"	"B05.3 Measles complicated by otitis media"	782	778	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H65"	"H65 Nonsuppurative otitis media"	3899	110	"N"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H65.0"	"H65.0 Acute serous otitis media"	3900	3899	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H65.1"	"H65.1 Other acute nonsuppurative otitis media"	3901	3899	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H65.2"	"H65.2 Chronic serous otitis media"	3902	3899	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H65.3"	"H65.3 Chronic mucoid otitis media"	3903	3899	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H65.4"	"H65.4 Other chronic nonsuppurative otitis media"	3904	3899	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H65.9"	"H65.9 Nonsuppurative otitis media, unspecified"	3905	3899	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66"	"H66 Suppurative and unspecified otitis media"	3906	110	"N"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.0"	"H66.0 Acute suppurative otitis media"	3907	3906	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.1"	"H66.1 Chronic tubotympanic suppurative otitis media"	3908	3906	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.2"	"H66.2 Chronic atticoantral suppurative otitis media"	3909	3906	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.3"	"H66.3 Other chronic suppurative otitis media"	3910	3906	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.4"	"H66.4 Suppurative otitis media, unspecified"	3911	3906	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.9"	"H66.9 Otitis media, unspecified"	3912	3906	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H67"	"H67 Otitis media in diseases classified elsewhere"	3913	110	"N"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H67.0"	"H67.0 Otitis media in bacterial diseases classified elsewhere"	3914	3913	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H67.1"	"H67.1 Otitis media in viral diseases classified elsewhere"	3915	3913	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H67.8"	"H67.8 Otitis media in other diseases classified elsewhere"	3916	3913	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H68"	"H68 Eustachian salpingitis and obstruction"	3917	110	"N"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H68.0"	"H68.0 Eustachian salpingitis"	3918	3917	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H68.1"	"H68.1 Obstruction of Eustachian tube"	3919	3917	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H69"	"H69 Other disorders of Eustachian tube"	3920	110	"N"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H69.0"	"H69.0 Patulous Eustachian tube"	3921	3920	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H69.8"	"H69.8 Other specified disorders of Eustachian tube"	3922	3920	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H69.9"	"H69.9 Eustachian tube disorder, unspecified"	3923	3920	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H70"	"H70 Mastoiditis and related conditions"	3924	110	"N"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H70.0"	"H70.0 Acute mastoiditis"	3925	3924	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H70.1"	"H70.1 Chronic mastoiditis"	3926	3924	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H70.2"	"H70.2 Petrositis"	3927	3924	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H70.8"	"H70.8 Other mastoiditis and related conditions"	3928	3924	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H70.9"	"H70.9 Mastoiditis, unspecified"	3929	3924	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H75"	"H75 Other disorders of middle ear and mastoid in diseases classified elsewhere"	3950	110	"N"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H75.0"	"H75.0 Mastoiditis in infectious and parasitic diseases classified elsewhere"	3951	3950	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H75.8"	"H75.8 Other specified disorders of middle ear and mastoid in diseases classified elsewhere"	3952	3950	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H92.1"	"H92.1 Otorrhoea"	3994	3992	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H92.2"	"H92.2 Otorrhagia"	3995	3992	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H95.1"	"H95.1 Other disorders following mastoidectomy"	4008	4006	"Y"	"381"	"Otitis media and Eustachian tube disorders"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"B05.3"	"B05.3 Measles complicated by otitis media"	782	778	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H65"	"H65 Nonsuppurative otitis media"	3899	110	"N"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H65.0"	"H65.0 Acute serous otitis media"	3900	3899	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H65.1"	"H65.1 Other acute nonsuppurative otitis media"	3901	3899	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H65.2"	"H65.2 Chronic serous otitis media"	3902	3899	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H65.3"	"H65.3 Chronic mucoid otitis media"	3903	3899	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H65.4"	"H65.4 Other chronic nonsuppurative otitis media"	3904	3899	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H65.9"	"H65.9 Nonsuppurative otitis media, unspecified"	3905	3899	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H66"	"H66 Suppurative and unspecified otitis media"	3906	110	"N"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.0"	"H66.0 Acute suppurative otitis media"	3907	3906	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.1"	"H66.1 Chronic tubotympanic suppurative otitis media"	3908	3906	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.2"	"H66.2 Chronic atticoantral suppurative otitis media"	3909	3906	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.3"	"H66.3 Other chronic suppurative otitis media"	3910	3906	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.4"	"H66.4 Suppurative otitis media, unspecified"	3911	3906	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H66.9"	"H66.9 Otitis media, unspecified"	3912	3906	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H67"	"H67 Otitis media in diseases classified elsewhere"	3913	110	"N"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H67.0"	"H67.0 Otitis media in bacterial diseases classified elsewhere"	3914	3913	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H67.1"	"H67.1 Otitis media in viral diseases classified elsewhere"	3915	3913	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H67.8"	"H67.8 Otitis media in other diseases classified elsewhere"	3916	3913	"Y"	"381.1"	"Otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H66"	"H66 Suppurative and unspecified otitis media"	3906	110	"N"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H66.0"	"H66.0 Acute suppurative otitis media"	3907	3906	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H66.1"	"H66.1 Chronic tubotympanic suppurative otitis media"	3908	3906	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H66.2"	"H66.2 Chronic atticoantral suppurative otitis media"	3909	3906	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H66.3"	"H66.3 Other chronic suppurative otitis media"	3910	3906	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H66.4"	"H66.4 Suppurative otitis media, unspecified"	3911	3906	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H66.9"	"H66.9 Otitis media, unspecified"	3912	3906	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H67"	"H67 Otitis media in diseases classified elsewhere"	3913	110	"N"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H67.0"	"H67.0 Otitis media in bacterial diseases classified elsewhere"	3914	3913	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H67.1"	"H67.1 Otitis media in viral diseases classified elsewhere"	3915	3913	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H67.8"	"H67.8 Otitis media in other diseases classified elsewhere"	3916	3913	"Y"	"381.11"	"Suppurative and unspecified otitis media"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H68"	"H68 Eustachian salpingitis and obstruction"	3917	110	"N"	"381.2"	"Eustachian tube disorders"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H68.0"	"H68.0 Eustachian salpingitis"	3918	3917	"Y"	"381.2"	"Eustachian tube disorders"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H68.1"	"H68.1 Obstruction of Eustachian tube"	3919	3917	"Y"	"381.2"	"Eustachian tube disorders"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H69"	"H69 Other disorders of Eustachian tube"	3920	110	"N"	"381.2"	"Eustachian tube disorders"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H69.0"	"H69.0 Patulous Eustachian tube"	3921	3920	"Y"	"381.2"	"Eustachian tube disorders"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H69.8"	"H69.8 Other specified disorders of Eustachian tube"	3922	3920	"Y"	"381.2"	"Eustachian tube disorders"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H69.9"	"H69.9 Eustachian tube disorder, unspecified"	3923	3920	"Y"	"381.2"	"Eustachian tube disorders"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H70"	"H70 Mastoiditis and related conditions"	3924	110	"N"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H70.0"	"H70.0 Acute mastoiditis"	3925	3924	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H70.1"	"H70.1 Chronic mastoiditis"	3926	3924	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H70.2"	"H70.2 Petrositis"	3927	3924	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H70.8"	"H70.8 Other mastoiditis and related conditions"	3928	3924	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H70.9"	"H70.9 Mastoiditis, unspecified"	3929	3924	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H75"	"H75 Other disorders of middle ear and mastoid in diseases classified elsewhere"	3950	110	"N"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H75.0"	"H75.0 Mastoiditis in infectious and parasitic diseases classified elsewhere"	3951	3950	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H75.8"	"H75.8 Other specified disorders of middle ear and mastoid in diseases classified elsewhere"	3952	3950	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H95.1"	"H95.1 Other disorders following mastoidectomy"	4008	4006	"Y"	"381.3"	"Mastoiditis & related conditions"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H92.1"	"H92.1 Otorrhoea"	3994	3992	"Y"	"381.9"	"Otorrhea"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H92.2"	"H92.2 Otorrhagia"	3995	3992	"Y"	"381.9"	"Otorrhea"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H92.0"	"H92.0 Otalgia"	3993	3992	"Y"	"382"	"Otalgia"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H80"	"H80 Otosclerosis"	3953	111	"N"	"383"	"Otosclerosis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H80.0"	"H80.0 Otosclerosis involving oval window, nonobliterative"	3954	3953	"Y"	"383"	"Otosclerosis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H80.1"	"H80.1 Otosclerosis involving oval window, obliterative"	3955	3953	"Y"	"383"	"Otosclerosis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H80.2"	"H80.2 Cochlear otosclerosis"	3956	3953	"Y"	"383"	"Otosclerosis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H80.8"	"H80.8 Other otosclerosis"	3957	3953	"Y"	"383"	"Otosclerosis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H80.9"	"H80.9 Otosclerosis, unspecified"	3958	3953	"Y"	"383"	"Otosclerosis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H72"	"H72 Perforation of tympanic membrane"	3931	110	"N"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H72.0"	"H72.0 Central perforation of tympanic membrane"	3932	3931	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H72.1"	"H72.1 Attic perforation of tympanic membrane"	3933	3931	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H72.2"	"H72.2 Other marginal perforations of tympanic membrane"	3934	3931	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H72.8"	"H72.8 Other perforations of tympanic membrane"	3935	3931	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H72.9"	"H72.9 Perforation of tympanic membrane, unspecified"	3936	3931	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"rolled up PheWAS code"	"Both"	"1"	"0"
"H73"	"H73 Other disorders of tympanic membrane"	3937	110	"N"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H73.0"	"H73.0 Acute myringitis"	3938	3937	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H73.1"	"H73.1 Chronic myringitis"	3939	3937	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H73.8"	"H73.8 Other specified disorders of tympanic membrane"	3940	3937	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H73.9"	"H73.9 Disorder of tympanic membrane, unspecified"	3941	3937	"Y"	"384"	"Other disorders of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"0"
"H73.0"	"H73.0 Acute myringitis"	3938	3937	"Y"	"384.1"	"Myringitis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H73.1"	"H73.1 Chronic myringitis"	3939	3937	"Y"	"384.1"	"Myringitis"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H72"	"H72 Perforation of tympanic membrane"	3931	110	"N"	"384.4"	"Perforation of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H72.0"	"H72.0 Central perforation of tympanic membrane"	3932	3931	"Y"	"384.4"	"Perforation of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
"H72.1"	"H72.1 Attic perforation of tympanic membrane"	3933	3931	"Y"	"384.4"	"Perforation of tympanic membrane"	"sense organs"	"7"	"original"	"Both"	"1"	"1"
