"phecode"	"description"	"sex"	"rollup"	"leaf"	"groupnum"	"group"	"color"	"phecode_exclude_range"	"phecode_exclude_phenotypes"
"353"	"Nerve root and plexus disorders"	"Both"	"1"	"0"	"6"	"neurological"	"darkblue"	"351-355.99"	" mononeuritis and nerve lesions"
"353.1"	"Nerve plexus lesions"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"351-355.99"	" mononeuritis and nerve lesions"
"353.2"	"Nerve root lesions"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"351-355.99"	" mononeuritis and nerve lesions"
"355"	"Complex regional/central pain syndrome"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"351-355.99"	" mononeuritis and nerve lesions"
"355.1"	"Chronic pain syndrome"	"Both"	"0"	"1"	"6"	"neurological"	"darkblue"	"351-355.99"	" mononeuritis and nerve lesions"
"356"	"Hereditary and idiopathic peripheral neuropathy"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"356-359.99"	" Disorders of the peripheral nervous system"
"357"	"Inflammatory and toxic neuropathy"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"356-359.99"	" Disorders of the peripheral nervous system"
"358"	"Myoneural disorders"	"Both"	"1"	"0"	"6"	"neurological"	"darkblue"	"356-359.99"	" Disorders of the peripheral nervous system"
"358.1"	"Myasthenia gravis"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"356-359.99"	" Disorders of the peripheral nervous system"
"359"	"Muscular dystrophies and other myopathies"	"Both"	"1"	"0"	"6"	"neurological"	"darkblue"	"356-359.99"	" Disorders of the peripheral nervous system"
"359.1"	"Muscular dystrophies"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"356-359.99"	" Disorders of the peripheral nervous system"
"359.2"	"Myopathy"	"Both"	"1"	"1"	"6"	"neurological"	"darkblue"	"356-359.99"	" Disorders of the peripheral nervous system"
"360"	"Disorders of the globe"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"360.2"	"Progressive myopia"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"360.3"	"Hypotony of eye"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"361"	"Retinal detachments and defects"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"361.1"	"Retinal detachment with retinal defect"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"361.2"	"Retinoschisis and retinal cysts"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"362"	"Other retinal disorders"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.1"	"Retinopathy of prematurity"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.2"	"Degeneration of macula and posterior pole of retina"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.21"	"Macular degeneration, dry"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.22"	"Macular degeneration, wet"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.23"	"Cystoid macular degeneration of retina"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.26"	"Macular puckering of retina"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.27"	"Drusen (degenerative) of retina"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.29"	"Macular degeneration (senile) of retina NOS"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.3"	"Other nondiabetic retinopathy"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.31"	"Separation of retinal layers"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.4"	"Retinal vascular changes and abnomalities"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.5"	"Toxic maculopathy of retina"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.6"	"Peripheral retinal degenerations"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.7"	"Hereditary retinal dystrophies"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.8"	"Retinal hemorrhage/ischemia"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"362.9"	"Retinal edema"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"363"	"Chorioretinal inflammations, scars, and other disorders of choroid"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"363.3"	"Chorioretinal scars"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"363.4"	"Choroidal degenerations"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364"	"Corneal opacity and other disorders of cornea"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364.1"	"Corneal opacity"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364.2"	"Corneal edema"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364.4"	"Corneal degenerations"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364.41"	"Keratoconus"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364.5"	"Corneal dystrophy"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364.51"	"Fuchs' dystrophy"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"364.9"	"Cornea replaced by transplant"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"365"	"Glaucoma"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"365.1"	"Open-angle glaucoma"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"365.11"	"Primary open angle glaucoma"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"365.2"	"Primary angle-closure glaucoma"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"365.5"	"Pseudoexfoliation glaucoma"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"360-365.99"	" Degenerative disorders of the eye"
"366"	"Cataract"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"366-366.99"	"Cataract"
"366.1"	"Nonsenile Cataract"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"366-366.99"	"Cataract"
"366.2"	"Senile cataract"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"366-366.99"	"Cataract"
"366.3"	"Traumatic cataract"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"366-366.99"	"Cataract"
"367"	"Disorders of refraction and accommodation; blindness and low vision"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"367-367.99"	"Blindness and low vision"
"367.1"	"Myopia"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"367-367.99"	"Blindness and low vision"
"367.2"	"Astigmatism"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"367-367.99"	"Blindness and low vision"
"367.8"	"Hypermetropia"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"367-367.99"	"Blindness and low vision"
"367.9"	"Blindness and low vision"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"367-367.99"	"Blindness and low vision"
"368"	"Visual disturbances"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.1"	"Amblyopia"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.2"	"Diplopia and disorders of binocular vision"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.3"	"Anisometropia"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.4"	"Visual field defects"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.5"	"Color vision deficiencies"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.7"	"Disorders of accommodation"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.9"	"Subjective visual disturbances"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"368.91"	"Psychophysical visual disturbances"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"368-368.99"	"Visual disturbances/defects"
"369"	"Infection of the eye"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"369.2"	"Eye infection, viral"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"369.5"	"Conjunctivitis, infectious"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"370"	"Keratitis"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"370.1"	"Corneal ulcer"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"370.2"	"Superficial keratitis"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"370.3"	"Keratoconjunctivitis"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"370.31"	"Keratoconjunctivitis sicca"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"371"	"Inflammation of the eye"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"371.1"	"Uveitis, noninfectious or NOS"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"371.2"	"Conjunctivitis, noninfectious"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"371.21"	"Allergic conjunctivitis"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"371.3"	"Inflammation of eyelids"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"371.33"	"Noninfectious dermatoses of eyelid"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"371.9"	"Chronic inflammatory disorders of orbit"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"372"	"Disorders of conjunctiva"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"374"	"Other disorders of eyelids"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"374.1"	"Ectropion or entropion"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"374.2"	"Lagophthalmos"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"374.3"	"Ptosis of eyelid"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"374.6"	"Dermatochalasis"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"369-374.99"	" infection/inflammation of eye"
"375"	"Disorders of lacrimal system"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"375.1"	"Dry eyes"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"375.2"	"Epiphora"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"376"	"Disorders of the orbit"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"377"	"Disorders of optic nerve and visual pathways"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"377.1"	"Optic atrophy"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"377.3"	"Optic neuritis/neuropathy"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"378"	"Strabismus and other disorders of binocular eye movements"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"378.1"	"Strabismus (not specified as paralytic)"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"378.2"	"Nystagmus and other irregular eye movements"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"378.5"	"Paralytic strabismus"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379"	"Other disorders of eye"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379.1"	"Scleritis and episcleritis"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379.2"	"Disorders of vitreous body"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379.3"	"Aphakia and other disorders of lens"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379.4"	"Anomalies of pupillary function"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379.5"	"Disorders of iris and ciliary body"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379.51"	"Pigmentary iris degeneration"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"379.9"	"Pain, swelling or discharge of eye"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"375-379.99"	" other eye disorders"
"380"	"Disorders of external ear"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"380-380.99"	" disorders of external ear"
"380.1"	"Otitis externa"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"380-380.99"	" disorders of external ear"
"380.4"	"Impacted cerumen"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"380-380.99"	" disorders of external ear"
"381"	"Otitis media and Eustachian tube disorders"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"381.1"	"Otitis media"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"381.11"	"Suppurative and unspecified otitis media"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"381.2"	"Eustachian tube disorders"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"381.3"	"Mastoiditis & related conditions"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"381.9"	"Otorrhea"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"382"	"Otalgia"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"383"	"Otosclerosis"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"384"	"Other disorders of tympanic membrane"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"384.1"	"Myringitis"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"384.4"	"Perforation of tympanic membrane"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"385"	"Other disorders of middle ear and mastoid"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"385.3"	"Cholesteatoma"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"385.5"	"Tympanosclerosis and middle ear disease related to otitis media"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"381-385.99"	" otitis media and related conditions"
"386"	"Vertiginous syndromes and other disorders of vestibular system"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"386-386.99"	" conditions associated with dizziness or vertigo"
"386.1"	"Meniere's disease"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"386-386.99"	" conditions associated with dizziness or vertigo"
"386.2"	"Peripheral or central vertigo"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"386-386.99"	" conditions associated with dizziness or vertigo"
"386.21"	"Central origin vertigo"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"386-386.99"	" conditions associated with dizziness or vertigo"
"386.3"	"Labyrinthitis"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"386-386.99"	" conditions associated with dizziness or vertigo"
"386.9"	"Dizziness and giddiness (Light-headedness and vertigo)"	"Both"	"0"	"1"	"7"	"sense organs"	"darkseagreen4"	"386-386.99"	" conditions associated with dizziness or vertigo"
"388"	"Other disorders of ear"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"387-389.99"	" Hearing loss and related disorders"
"389"	"Hearing loss"	"Both"	"1"	"0"	"7"	"sense organs"	"darkseagreen4"	"387-389.99"	" Hearing loss and related disorders"
"389.1"	"Sensorineural hearing loss"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"387-389.99"	" Hearing loss and related disorders"
"389.2"	"Conductive hearing loss"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"387-389.99"	" Hearing loss and related disorders"
"389.3"	"Degenerative and vascular disorders of ear"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"387-389.99"	" Hearing loss and related disorders"
"389.4"	"Tinnitus"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"387-389.99"	" Hearing loss and related disorders"
"389.5"	"Disorders of acoustic nerve"	"Both"	"1"	"1"	"7"	"sense organs"	"darkseagreen4"	"387-389.99"	" Hearing loss and related disorders"
"394"	"Rheumatic disease of the heart valves"	"Both"	"1"	"0"	"8"	"circulatory system"	"red"	"394-399.99"	" heart valve disorders"
"394.1"	"Mitral valve stenosis and aortic valve stenosis"	"Both"	"1"	"1"	"8"	"circulatory system"	"red"	"394-399.99"	" heart valve disorders"
"394.2"	"Mitral valve disease"	"Both"	"1"	"1"	"8"	"circulatory system"	"red"	"394-399.99"	" heart valve disorders"
"394.3"	"Aortic valve disease"	"Both"	"1"	"1"	"8"	"circulatory system"	"red"	"394-399.99"	" heart valve disorders"
"394.4"	"Acute rheumatic heart disease"	"Both"	"1"	"1"	"8"	"circulatory system"	"red"	"394-399.99"	" heart valve disorders"
